holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,date_time,hour_flag,traffic_volume
,267.15,0,0,90,Clouds,1/14/2014 7:00,1,3349
,266.31,0,0,90,Snow,1/14/2014 8:00,1,3080
,266.31,0,0,90,Fog,1/14/2014 8:00,0,3080
,266.34,0,0,90,Snow,1/14/2014 9:00,1,3746
,266.34,0,0,90,Mist,1/14/2014 9:00,0,3746
,266.34,0,0,90,Haze,1/14/2014 9:00,0,3746
,266.15,0,0,90,Snow,1/14/2014 10:00,1,3740
,266.15,0,0,90,Mist,1/14/2014 10:00,0,3740
,266.15,0,0,90,Haze,1/14/2014 10:00,0,3740
,266.15,0,0,90,Snow,1/14/2014 11:00,1,3454
,266.15,0,0,90,Mist,1/14/2014 11:00,0,3454
,266.15,0,0,90,Haze,1/14/2014 11:00,0,3454
,266.15,0,0,90,Snow,1/14/2014 12:00,1,3764
,265.89,0,0,75,Clouds,1/14/2014 13:00,1,4062
,265.89,0,0,75,Clouds,1/14/2014 14:00,1,4383
,265.48,0,0,1,Clear,1/14/2014 15:00,1,5160
,264.77,0,0,75,Clouds,1/14/2014 16:00,1,5725
,264.15,0,0,75,Clouds,1/14/2014 17:00,1,5693
,261.8,0,0,1,Clear,1/14/2014 18:00,1,4284
,261.67,0,0,1,Clear,1/14/2014 19:00,1,2951
,260.36,0,0,40,Clouds,1/14/2014 20:00,1,2736
,260.39,0,0,1,Clear,1/14/2014 21:00,1,3595
,259.79,0,0,64,Clouds,1/14/2014 23:00,1,977
,258.5,0,0,20,Clouds,1/15/2014 0:00,1,515
,259.14,0,0,64,Clouds,1/15/2014 0:00,0,515
,257.96,0,0,64,Clouds,1/15/2014 2:00,1,305
,257.44,0,0,64,Clouds,1/15/2014 3:00,1,354
,256.74,0,0,64,Clouds,1/15/2014 4:00,1,793
,256.32,0,0,64,Clouds,1/15/2014 5:00,1,2677
,256.07,0,0,64,Clouds,1/15/2014 6:00,1,5542
,256.29,0,0,64,Clouds,1/15/2014 7:00,1,6193
,256.92,0,0,64,Clouds,1/15/2014 8:00,1,5686
,257.66,0,0,64,Clouds,1/15/2014 9:00,1,4837
,258.69,0,0,64,Clouds,1/15/2014 10:00,1,4225
,259.91,0,0,64,Clouds,1/15/2014 11:00,1,4560
,261.03,0,0,64,Clouds,1/15/2014 12:00,1,4790
,261.74,0,0,64,Clouds,1/15/2014 13:00,1,4777
,262.85,0,0,90,Clouds,1/15/2014 14:00,1,4735
,263.15,0,0,90,Clouds,1/15/2014 16:00,1,6252
,263.03,0,0,64,Haze,1/15/2014 16:00,0,6252
,263.31,0,0,64,Snow,1/15/2014 17:00,1,5258
,263.31,0,0,64,Mist,1/15/2014 17:00,0,5258
,264.7,0.25,0,90,Rain,1/15/2014 18:00,1,4270
,264.7,0.25,0,90,Snow,1/15/2014 18:00,0,4270
,264.7,0.25,0,90,Mist,1/15/2014 18:00,0,4270
,264.7,0.25,0,90,Haze,1/15/2014 18:00,0,4270
,265.92,0,0,64,Clouds,1/15/2014 20:00,1,2368
,266.83,0.25,0,64,Rain,1/15/2014 21:00,1,2255
,267.6,0.25,0,64,Rain,1/15/2014 22:00,1,1501
,267.6,0.25,0,64,Snow,1/15/2014 22:00,0,1501
,267.79,0.25,0,64,Rain,1/15/2014 23:00,1,956
,268.71,0,0,64,Clouds,1/16/2014 0:00,1,513
,270.21,0,0,64,Clouds,1/16/2014 1:00,1,334
,272.33,0,0,64,Snow,1/16/2014 2:00,1,271
,273.4,0,0,90,Snow,1/16/2014 3:00,1,393
,273.4,0,0,90,Mist,1/16/2014 3:00,0,393
,273.4,0,0,90,Rain,1/16/2014 3:00,0,393
,273.96,0,0,64,Snow,1/16/2014 4:00,1,772
,273.96,0,0,64,Mist,1/16/2014 4:00,0,772
,274.12,0,0,64,Clouds,1/16/2014 5:00,1,2734
,274.15,0,0,64,Snow,1/16/2014 6:00,1,5381
,274.12,0,0,64,Mist,1/16/2014 7:00,1,5668
,274.12,0,0,64,Snow,1/16/2014 7:00,0,5668
,272.18,0.25,0,64,Rain,1/16/2014 8:00,1,5568
,272.18,0.25,0,64,Haze,1/16/2014 8:00,0,5568
,270.06,0.32,0,64,Rain,1/16/2014 9:00,1,4665
,270.06,0.32,0,64,Haze,1/16/2014 9:00,0,4665
,268.25,1.02,0,75,Rain,1/16/2014 10:00,1,4021
,268.25,1.02,0,75,Snow,1/16/2014 10:00,0,4021
,266.68,0.76,0,64,Rain,1/16/2014 11:00,1,4377
,265.11,0,0,64,Haze,1/16/2014 12:00,1,4631
,263.45,0,0,64,Haze,1/16/2014 13:00,1,4752
,262.31,0,0,64,Haze,1/16/2014 14:00,1,5002
,261.42,0,0,90,Clouds,1/16/2014 15:00,1,5662
,260.86,0,0,64,Clouds,1/16/2014 16:00,1,6413
,260.25,0,0,75,Clouds,1/16/2014 16:00,0,6413
,259.79,0,0,64,Clouds,1/16/2014 17:00,1,5917
,276.793,0,0,64,Clouds,1/16/2014 19:00,1,3073
,276.793,0,0,64,Clouds,1/16/2014 20:00,1,2640
,276.793,0,0,64,Clouds,1/16/2014 21:00,1,3620
,276.793,0,0,64,Clouds,1/16/2014 22:00,1,2663
,276.793,0,0,64,Clouds,1/16/2014 23:00,1,1139
,276.793,0,0,64,Clouds,1/17/2014 0:00,1,619
,276.793,0,0,64,Clouds,1/17/2014 1:00,1,376
,276.793,0,0,64,Clouds,1/17/2014 2:00,1,306
,276.793,0,0,64,Clouds,1/17/2014 3:00,1,395
,258.96,0,0,90,Clouds,1/17/2014 3:00,0,395
,276.793,0,0,64,Clouds,1/17/2014 5:00,1,2584
,276.793,0,0,64,Clouds,1/17/2014 6:00,1,5441
,256.36,0,0,40,Clouds,1/17/2014 6:00,0,5441
,256.16,0,0,40,Clouds,1/17/2014 7:00,1,6319
,255.92,0,0,20,Clouds,1/17/2014 8:00,1,5519
,276.793,0,0,64,Clouds,1/17/2014 10:00,1,4226
,276.793,0,0,64,Clouds,1/17/2014 11:00,1,4833
,276.793,0,0,64,Clouds,1/17/2014 12:00,1,5204
,260.18,0,0,1,Clear,1/17/2014 12:00,0,5204
,276.793,0,0,64,Clouds,1/17/2014 14:00,1,5594
,276.793,0,0,64,Clouds,1/17/2014 15:00,1,5564
,276.793,0,0,64,Clouds,1/17/2014 16:00,1,6430
,261,0,0,20,Clouds,1/17/2014 16:00,0,6430
,259.4,0,0,20,Clouds,1/17/2014 17:00,1,6080
,276.793,0,0,64,Clouds,1/17/2014 19:00,1,3841
,276.793,0,0,64,Clouds,1/17/2014 20:00,1,2708
,276.793,0,0,64,Clouds,1/17/2014 21:00,1,2614
,276.793,0,0,64,Clouds,1/17/2014 22:00,1,2847
,276.793,0,0,64,Clouds,1/17/2014 23:00,1,2746
,276.793,0,0,64,Clouds,1/18/2014 0:00,1,1139
,276.793,0,0,64,Clouds,1/18/2014 1:00,1,690
,276.793,0,0,64,Clouds,1/18/2014 2:00,1,507
,276.793,0,0,64,Clouds,1/18/2014 3:00,1,389
,276.793,0,0,64,Clouds,1/18/2014 4:00,1,441
,276.793,0,0,64,Clouds,1/18/2014 5:00,1,750
,276.793,0,0,64,Clouds,1/18/2014 6:00,1,1239
,276.793,0,0,64,Clouds,1/18/2014 7:00,1,1822
,276.793,0,0,64,Clouds,1/18/2014 8:00,1,2278
,276.793,0,0,64,Clouds,1/18/2014 9:00,1,2789
,276.793,0,0,64,Clouds,1/18/2014 10:00,1,3281
,276.793,0,0,64,Clouds,1/18/2014 11:00,1,3655
,276.793,0,0,64,Clouds,1/18/2014 12:00,1,3870
,276.793,0,0,64,Clouds,1/18/2014 13:00,1,4146
,276.793,0,0,64,Clouds,1/18/2014 14:00,1,3884
,276.793,0,0,64,Clouds,1/18/2014 15:00,1,4290
,276.793,0,0,64,Clouds,1/18/2014 16:00,1,4434
,276.793,0,0,64,Clouds,1/18/2014 17:00,1,4085
,276.793,0,0,64,Clouds,1/18/2014 18:00,1,3738
,276.793,0,0,64,Clouds,1/18/2014 19:00,1,3001
,276.793,0,0,64,Clouds,1/18/2014 20:00,1,2498
,276.793,0,0,64,Clouds,1/18/2014 21:00,1,2400
,276.793,0,0,64,Clouds,1/18/2014 22:00,1,2794
,276.793,0,0,64,Clouds,1/18/2014 23:00,1,3269
,276.793,0,0,64,Clouds,1/19/2014 0:00,1,1236
,276.793,0,0,64,Clouds,1/19/2014 1:00,1,807
,276.793,0,0,64,Clouds,1/19/2014 2:00,1,544
,276.793,0,0,64,Clouds,1/19/2014 3:00,1,342
,269.46,0,0,64,Clouds,1/19/2014 4:00,1,286
,270.12,0,0,64,Clouds,1/19/2014 5:00,1,432
,270.48,0,0,1,Clear,1/19/2014 6:00,1,726
,270.07,0,0,64,Clouds,1/19/2014 7:00,1,1027
,270.68,0,0,64,Clouds,1/19/2014 9:00,1,2477
,271.8,0,0,64,Clouds,1/19/2014 10:00,1,3269
,273.72,0,0,64,Clouds,1/19/2014 11:00,1,3601
,275.18,0.34,0,64,Rain,1/19/2014 12:00,1,3782
,275.96,0.68,0,64,Rain,1/19/2014 13:00,1,4117
,276.1,1.02,0,64,Rain,1/19/2014 14:00,1,3938
,276.16,1.07,0,64,Rain,1/19/2014 15:00,1,3952
,275.89,0.64,0,64,Rain,1/19/2014 16:00,1,4410
,275.11,0.34,0,90,Rain,1/19/2014 16:00,0,4410
,274.93,0.51,0,64,Rain,1/19/2014 17:00,1,3752
,274.62,0.25,0,90,Rain,1/19/2014 18:00,1,3095
,273.7,0,0,64,Clouds,1/19/2014 19:00,1,2504
,272.15,0,0,64,Clouds,1/19/2014 20:00,1,2024
,272.11,0,0,64,Clouds,1/19/2014 22:00,1,1499
,271.85,0,0,64,Clouds,1/19/2014 23:00,1,1004
Martin Luther King Jr Day,271.79,0,0,64,Clouds,1/20/2014 0:00,1,480
Martin Luther King Jr Day,271.72,0,0,64,Clouds,1/20/2014 1:00,1,347
Martin Luther King Jr Day,271.64,0,0,64,Clouds,1/20/2014 2:00,1,251
Martin Luther King Jr Day,271.74,0,0,64,Clouds,1/20/2014 3:00,1,332
Martin Luther King Jr Day,271.32,0,0,64,Clouds,1/20/2014 4:00,1,711
Martin Luther King Jr Day,270.43,0,0,64,Clouds,1/20/2014 5:00,1,2188
Martin Luther King Jr Day,269.26,0,0,64,Clouds,1/20/2014 7:00,1,4403
Martin Luther King Jr Day,266.26,0,0,90,Snow,1/20/2014 8:00,1,3861
Martin Luther King Jr Day,265.34,0,0,90,Snow,1/20/2014 9:00,1,3634
Martin Luther King Jr Day,264.12,0.25,0,64,Rain,1/20/2014 11:00,1,3849
Martin Luther King Jr Day,264.12,0.25,0,64,Snow,1/20/2014 11:00,0,3849
Martin Luther King Jr Day,263.45,0,0,64,Snow,1/20/2014 12:00,1,4008
Martin Luther King Jr Day,262.08,0,0,64,Haze,1/20/2014 13:00,1,4395
Martin Luther King Jr Day,261.75,0,0,64,Snow,1/20/2014 14:00,1,4515
Martin Luther King Jr Day,261.29,0,0,64,Clouds,1/20/2014 15:00,1,4614
Martin Luther King Jr Day,260.28,0,0,64,Clouds,1/20/2014 16:00,1,4687
Martin Luther King Jr Day,259.14,0,0,75,Clouds,1/20/2014 16:00,0,4687
Martin Luther King Jr Day,258.61,0,0,64,Clouds,1/20/2014 17:00,1,4516
Martin Luther King Jr Day,257.73,0,0,64,Clouds,1/20/2014 19:00,1,2627
Martin Luther King Jr Day,256.45,0,0,64,Clouds,1/20/2014 20:00,1,2210
Martin Luther King Jr Day,255.95,0,0,64,Clouds,1/20/2014 21:00,1,1907
Martin Luther King Jr Day,254.89,0,0,1,Clear,1/20/2014 22:00,1,1332
Martin Luther King Jr Day,253.01,0,0,1,Clear,1/20/2014 23:00,1,839
,250.88,0,0,1,Clear,1/21/2014 0:00,1,422
,250.38,0,0,1,Clear,1/21/2014 1:00,1,289
,249.13,0,0,1,Clear,1/21/2014 2:00,1,222
,248.38,0,0,1,Clear,1/21/2014 3:00,1,302
,247.8,0,0,1,Clear,1/21/2014 4:00,1,784
,248.15,0,0,1,Clear,1/21/2014 5:00,1,2554
,249.15,0,0,1,Clear,1/21/2014 6:00,1,5492
,248.15,0,0,40,Clouds,1/21/2014 7:00,1,6222
,248.15,0,0,40,Clouds,1/21/2014 8:00,1,5710
,247.15,0,0,1,Clear,1/21/2014 9:00,1,4642
,248.83,0,0,1,Clear,1/21/2014 10:00,1,4167
,251.99,0,0,5,Clear,1/21/2014 11:00,1,4288
,253.89,0,0,64,Clouds,1/21/2014 13:00,1,4601
,254.96,0,0,64,Clouds,1/21/2014 14:00,1,5037
,255.72,0,0,64,Clouds,1/21/2014 15:00,1,5670
,255.57,0,0,64,Snow,1/21/2014 16:00,1,6322
,255.57,0,0,64,Haze,1/21/2014 16:00,0,6322
,255.31,0,0,64,Snow,1/21/2014 17:00,1,5850
,255.7,0,0,64,Snow,1/21/2014 19:00,1,2923
,255.7,0,0,64,Snow,1/21/2014 20:00,1,2517
,256.13,0,0,64,Snow,1/21/2014 21:00,1,2269
,256.63,0,0,90,Snow,1/21/2014 22:00,1,1364
,257.29,0,0,64,Snow,1/21/2014 23:00,1,845
,257.29,0,0,64,Mist,1/21/2014 23:00,0,845
,257.88,0,0,64,Snow,1/22/2014 0:00,1,416
,258.33,0,0,64,Snow,1/22/2014 1:00,1,300
,258.33,0,0,64,Mist,1/22/2014 1:00,0,300
,258.76,0,0,64,Snow,1/22/2014 2:00,1,271
,258.76,0,0,64,Mist,1/22/2014 2:00,0,271
,258.9,0,0,64,Snow,1/22/2014 3:00,1,364
,258.9,0,0,64,Mist,1/22/2014 3:00,0,364
,258.74,0,0,64,Clouds,1/22/2014 4:00,1,792
,257.94,0,0,64,Clouds,1/22/2014 5:00,1,2461
,257.75,0,0,64,Snow,1/22/2014 6:00,1,5607
,258.24,0,0,64,Snow,1/22/2014 7:00,1,4802
,258.44,0,0,64,Snow,1/22/2014 8:00,1,5120
,258.2,0,0,64,Haze,1/22/2014 9:00,1,4939
,257.77,0,0,64,Snow,1/22/2014 10:00,1,4143
,257.77,0,0,64,Haze,1/22/2014 10:00,0,4143
,257.78,0,0,64,Haze,1/22/2014 11:00,1,4186
,257.34,0,0,64,Snow,1/22/2014 12:00,1,4423
,257.34,0,0,64,Haze,1/22/2014 12:00,0,4423
,256.76,0,0,64,Haze,1/22/2014 13:00,1,4601
,256.39,0,0,40,Haze,1/22/2014 14:00,1,4994
,256.1,0,0,64,Clouds,1/22/2014 15:00,1,5446
,255.41,0,0,1,Clear,1/22/2014 16:00,1,6427
,255.22,0,0,1,Clear,1/22/2014 17:00,1,6095
,254.2,0,0,64,Clouds,1/22/2014 18:00,1,4504
,253.39,0,0,5,Clear,1/22/2014 19:00,1,3178
,252.62,0,0,5,Clear,1/22/2014 20:00,1,2488
,251.64,0,0,1,Clear,1/22/2014 21:00,1,2211
,250.64,0,0,1,Clear,1/22/2014 22:00,1,1503
,249.64,0,0,1,Clear,1/22/2014 23:00,1,924
,248.38,0,0,1,Clear,1/23/2014 0:00,1,490
,248.38,0,0,1,Clear,1/23/2014 1:00,1,266
,247.81,0,0,1,Clear,1/23/2014 2:00,1,244
,247.48,0,0,1,Clear,1/23/2014 3:00,1,337
,247.15,0,0,1,Clear,1/23/2014 4:00,1,754
,247.15,0,0,1,Clear,1/23/2014 5:00,1,2484
,276.793,0,0,64,Clouds,1/23/2014 7:00,1,5859
,276.793,0,0,64,Clouds,1/23/2014 8:00,1,4958
,247.15,0,0,1,Clear,1/23/2014 9:00,1,4250
,247.8,0,0,1,Clear,1/23/2014 10:00,1,3885
,248.47,0,0,1,Clear,1/23/2014 11:00,1,4024
,250.39,0,0,5,Clear,1/23/2014 12:00,1,4499
,251.15,0,0,1,Clear,1/23/2014 13:00,1,4547
,252.15,0,0,1,Clear,1/23/2014 14:00,1,4766
,252.48,0,0,1,Clear,1/23/2014 15:00,1,4946
,251.9,0,0,1,Clear,1/23/2014 16:00,1,5953
,251.64,0,0,40,Clouds,1/23/2014 17:00,1,5676
,251.15,0,0,1,Clear,1/23/2014 18:00,1,4027
,251.39,0,0,40,Clouds,1/23/2014 19:00,1,2857
,252.14,0,0,40,Clouds,1/23/2014 20:00,1,2475
,253.39,0,0,1,Clear,1/23/2014 21:00,1,3836
,255.33,0,0,64,Clouds,1/23/2014 23:00,1,1137
,256.32,0,0,64,Clouds,1/24/2014 0:00,1,594
,258.02,0,0,64,Clouds,1/24/2014 1:00,1,340
,260.04,0,0,64,Clouds,1/24/2014 2:00,1,279
,261.41,0,0,64,Clouds,1/24/2014 3:00,1,369
,262.64,0,0,64,Snow,1/24/2014 4:00,1,728
,263.2,0,0,64,Snow,1/24/2014 5:00,1,2542
,264.05,0,0,64,Snow,1/24/2014 6:00,1,5335
,264.93,0,0,64,Clouds,1/24/2014 7:00,1,6398
,266.03,0,0,64,Clouds,1/24/2014 8:00,1,5685
,266.85,0,0,64,Clouds,1/24/2014 9:00,1,4921
,268.3,0,0,64,Clouds,1/24/2014 10:00,1,4446
,269.57,0,0,64,Clouds,1/24/2014 11:00,1,4845
,271.16,0,0,64,Clouds,1/24/2014 12:00,1,5231
,272.1,0,0,64,Clouds,1/24/2014 13:00,1,5192
,272.27,0.25,0,64,Rain,1/24/2014 14:00,1,5482
,272.39,0,0,64,Clouds,1/24/2014 15:00,1,5903
,272.15,0,0,64,Snow,1/24/2014 16:00,1,4880
,272.32,0.25,0,90,Rain,1/24/2014 16:00,0,4880
,272.32,0.25,0,64,Rain,1/24/2014 18:00,1,3449
,272.32,0.25,0,64,Snow,1/24/2014 18:00,0,3449
,272.32,0.25,0,64,Mist,1/24/2014 18:00,0,3449
,273.15,0.25,0,64,Rain,1/24/2014 19:00,1,2888
,273.15,0.25,0,64,Snow,1/24/2014 19:00,0,2888
,273.15,0.25,0,64,Mist,1/24/2014 19:00,0,2888
,273.61,0,0,64,Snow,1/24/2014 20:00,1,2415
,273.61,0,0,64,Mist,1/24/2014 20:00,0,2415
,273.52,0,0,64,Clouds,1/24/2014 21:00,1,2560
,272.19,0,0,64,Clouds,1/24/2014 22:00,1,3473
,271.75,1.27,0,64,Rain,1/24/2014 23:00,1,1571
,269.58,0,0,64,Clouds,1/25/2014 0:00,1,940
,266.97,0,0,64,Clouds,1/25/2014 1:00,1,613
,264.83,0,0,64,Clouds,1/25/2014 2:00,1,465
,262.76,0,0,64,Clouds,1/25/2014 3:00,1,369
,260.91,0,0,64,Clouds,1/25/2014 4:00,1,392
,259.9,0,0,64,Clouds,1/25/2014 5:00,1,667
,258.59,0,0,64,Haze,1/25/2014 6:00,1,1208
,257.46,0,0,64,Clouds,1/25/2014 7:00,1,2022
,256.49,0,0,64,Clouds,1/25/2014 8:00,1,2926
,256.47,0,0,64,Clouds,1/25/2014 9:00,1,3179
,256.75,0,0,64,Snow,1/25/2014 10:00,1,3639
,257.49,0,0,64,Snow,1/25/2014 11:00,1,4032
,258.24,0,0,20,Haze,1/25/2014 12:00,1,4539
,258.78,0,0,64,Clouds,1/25/2014 13:00,1,4435
,259.04,0,0,64,Clouds,1/25/2014 14:00,1,4521
,259.29,0,0,64,Clouds,1/25/2014 15:00,1,4762
,258.81,0,0,64,Clouds,1/25/2014 16:00,1,4582
,258.23,0,0,64,Clouds,1/25/2014 17:00,1,4278
,257.33,0,0,64,Clouds,1/25/2014 18:00,1,4144
,257.55,0,0,64,Clouds,1/25/2014 19:00,1,3347
,258.32,0,0,64,Clouds,1/25/2014 20:00,1,2691
,258.69,0,0,64,Snow,1/25/2014 21:00,1,2723
,258.29,0,0,90,Snow,1/25/2014 22:00,1,3917
,258.29,0,0,90,Mist,1/25/2014 22:00,0,3917
,258.17,0.25,0,64,Rain,1/25/2014 23:00,1,1922
,258.17,0.25,0,64,Snow,1/25/2014 23:00,0,1922
,258.17,0.25,0,64,Mist,1/25/2014 23:00,0,1922
,258.46,0.76,0,64,Rain,1/26/2014 0:00,1,1063
,258.46,0.76,0,64,Snow,1/26/2014 0:00,0,1063
,258.46,0.76,0,64,Mist,1/26/2014 0:00,0,1063
,258.78,0.25,0,64,Rain,1/26/2014 1:00,1,600
,258.78,0.25,0,64,Snow,1/26/2014 1:00,0,600
,258.78,0.25,0,64,Mist,1/26/2014 1:00,0,600
,259.02,0.64,0,64,Rain,1/26/2014 2:00,1,477
,259.02,0.64,0,64,Snow,1/26/2014 2:00,0,477
,259.02,0.64,0,64,Mist,1/26/2014 2:00,0,477
,259.17,0.51,0,64,Rain,1/26/2014 3:00,1,332
,259.17,0.51,0,64,Snow,1/26/2014 3:00,0,332
,259.17,0.51,0,64,Mist,1/26/2014 3:00,0,332
,259.16,0.51,0,64,Rain,1/26/2014 4:00,1,303
,259.16,0.51,0,64,Snow,1/26/2014 4:00,0,303
,259.12,0.25,0,64,Rain,1/26/2014 5:00,1,462
,259.12,0.25,0,64,Snow,1/26/2014 5:00,0,462
,259.02,0,0,64,Snow,1/26/2014 6:00,1,733
,259.18,0,0,64,Snow,1/26/2014 7:00,1,1190
,259.18,0,0,64,Mist,1/26/2014 7:00,0,1190
,260.95,0,0,90,Clouds,1/26/2014 9:00,1,2131
,262.19,0,0,90,Clouds,1/26/2014 10:00,1,2643
,263.83,0,0,90,Clouds,1/26/2014 11:00,1,3100
,264.52,0,0,75,Clouds,1/26/2014 12:00,1,3411
,264.26,0,0,75,Clouds,1/26/2014 13:00,1,3581
,263.34,0,0,40,Clouds,1/26/2014 14:00,1,3508
,260.99,0,0,20,Clouds,1/26/2014 15:00,1,3575
,258.87,0,0,40,Clouds,1/26/2014 16:00,1,3701
,256.54,0,0,75,Clouds,1/26/2014 17:00,1,3254
,256.15,0,0,90,Clouds,1/26/2014 18:00,1,2712
,255.69,0,0,90,Clouds,1/26/2014 19:00,1,2089
,255.39,0,0,40,Clouds,1/26/2014 20:00,1,1695
,254.65,0,0,1,Clear,1/26/2014 21:00,1,1432
,253.18,0,0,20,Clouds,1/26/2014 22:00,1,1128
,251.64,0,0,40,Clouds,1/26/2014 23:00,1,738
,250.9,0,0,20,Clouds,1/27/2014 0:00,1,405
,249.9,0,0,20,Clouds,1/27/2014 1:00,1,243
,249.15,0,0,1,Clear,1/27/2014 2:00,1,195
,248.86,0,0,1,Clear,1/27/2014 3:00,1,270
,248.27,0,0,40,Clouds,1/27/2014 4:00,1,689
,247.4,0,0,40,Clouds,1/27/2014 5:00,1,2213
,247.02,0,0,40,Clouds,1/27/2014 6:00,1,4453
,246.65,0,0,20,Clouds,1/27/2014 7:00,1,4360
,246.15,0,0,1,Clear,1/27/2014 8:00,1,3706
,247.15,0,0,1,Clear,1/27/2014 9:00,1,3570
,247.53,0,0,1,Clear,1/27/2014 10:00,1,3151
,248.9,0,0,1,Clear,1/27/2014 11:00,1,3314
,249.77,0,0,1,Clear,1/27/2014 12:00,1,3522
,250.4,0,0,1,Clear,1/27/2014 13:00,1,3675
,251.15,0,0,1,Clear,1/27/2014 14:00,1,4181
,251.4,0,0,1,Clear,1/27/2014 15:00,1,4412
,251.52,0,0,1,Clear,1/27/2014 16:00,1,5028
,250.77,0,0,1,Clear,1/27/2014 17:00,1,4760
,250.14,0,0,1,Clear,1/27/2014 18:00,1,3366
,249.64,0,0,1,Clear,1/27/2014 19:00,1,2305
,249.02,0,0,1,Clear,1/27/2014 20:00,1,1763
,248.64,0,0,1,Clear,1/27/2014 21:00,1,1721
,248.02,0,0,1,Clear,1/27/2014 22:00,1,1182
,247.77,0,0,1,Clear,1/27/2014 23:00,1,824
,247.27,0,0,1,Clear,1/28/2014 0:00,1,466
,246.64,0,0,1,Clear,1/28/2014 1:00,1,256
,246.38,0,0,1,Clear,1/28/2014 2:00,1,194
,247,0,0,1,Clear,1/28/2014 3:00,1,334
,246.39,0,0,1,Clear,1/28/2014 4:00,1,723
,246.52,0,0,1,Clear,1/28/2014 5:00,1,2238
,246.26,0,0,1,Clear,1/28/2014 6:00,1,4611
,246.39,0,0,1,Clear,1/28/2014 7:00,1,5071
,246.39,0,0,1,Clear,1/28/2014 8:00,1,4748
,247.9,0,0,1,Clear,1/28/2014 9:00,1,4003
,249.86,0,0,1,Clear,1/28/2014 10:00,1,3673
,250.9,0,0,1,Clear,1/28/2014 11:00,1,4043
,252.63,0,0,1,Clear,1/28/2014 12:00,1,4545
,254.14,0,0,1,Clear,1/28/2014 13:00,1,4456
,254.98,0,0,20,Clouds,1/28/2014 14:00,1,4855
,255.34,0,0,40,Clouds,1/28/2014 15:00,1,5266
,255.38,0,0,40,Clouds,1/28/2014 16:00,1,5958
,255.31,0,0,40,Clouds,1/28/2014 17:00,1,5779
,254.96,0,0,40,Clouds,1/28/2014 18:00,1,3873
,254.3,0,0,40,Clouds,1/28/2014 19:00,1,2783
,253.39,0,0,40,Clouds,1/28/2014 20:00,1,2526
,253.27,0,0,20,Clouds,1/28/2014 21:00,1,2264
,253.14,0,0,1,Clear,1/28/2014 22:00,1,1829
,252.77,0,0,20,Clouds,1/28/2014 23:00,1,1198
,252.73,0,0,1,Clear,1/29/2014 0:00,1,459
,252.65,0,0,1,Clear,1/29/2014 1:00,1,292
,252,0,0,1,Clear,1/29/2014 2:00,1,233
,252.02,0,0,1,Clear,1/29/2014 3:00,1,308
,252.77,0,0,1,Clear,1/29/2014 4:00,1,771
,252.15,0,0,1,Clear,1/29/2014 5:00,1,2570
,251.65,0,0,1,Clear,1/29/2014 6:00,1,5315
,251.52,0,0,1,Clear,1/29/2014 7:00,1,5986
,253.84,0,0,20,Clouds,1/29/2014 8:00,1,4990
,255.84,0,0,20,Clouds,1/29/2014 9:00,1,5177
,258.32,0,0,20,Clouds,1/29/2014 10:00,1,4243
,261.61,0,0,40,Clouds,1/29/2014 11:00,1,4491
,263.82,0,0,75,Clouds,1/29/2014 12:00,1,4707
,266.61,0,0,75,Clouds,1/29/2014 13:00,1,4750
,268.48,0,0,75,Clouds,1/29/2014 14:00,1,5125
,269.45,0.25,0,75,Rain,1/29/2014 15:00,1,5597
,270.02,0,0,75,Clouds,1/29/2014 16:00,1,6285
,270.69,0,0,75,Clouds,1/29/2014 17:00,1,6196
,270.94,0,0,75,Clouds,1/29/2014 18:00,1,4584
,271.46,0,0,90,Clouds,1/29/2014 19:00,1,3122
,271.57,0,0,1,Clear,1/29/2014 20:00,1,2700
,271.58,0,0,40,Clouds,1/29/2014 21:00,1,2388
,270.44,0,0,90,Clouds,1/29/2014 22:00,1,1527
,269.69,0,0,90,Clouds,1/29/2014 23:00,1,1025
,269.67,0,0,90,Clouds,1/30/2014 0:00,1,499
,269.55,0,0,90,Clouds,1/30/2014 1:00,1,298
,269.7,0,0,90,Clouds,1/30/2014 2:00,1,268
,269.59,0,0,90,Clouds,1/30/2014 3:00,1,382
,269,0,0,90,Clouds,1/30/2014 4:00,1,833
,268.34,0.25,0,90,Rain,1/30/2014 5:00,1,2519
,267.75,2.54,0,90,Rain,1/30/2014 6:00,1,3919
,266.98,1.78,0,90,Rain,1/30/2014 7:00,1,3235
,266.02,2.03,0,90,Rain,1/30/2014 8:00,1,2868
,264.41,2.54,0,90,Rain,1/30/2014 9:00,1,2827
,263.8,1.91,0,90,Rain,1/30/2014 10:00,1,3431
,263.92,1.78,0,90,Rain,1/30/2014 11:00,1,2893
,264.59,1.4,0,90,Rain,1/30/2014 12:00,1,3308
,265.11,0.76,0,75,Rain,1/30/2014 13:00,1,3455
,265.06,0.76,0,40,Rain,1/30/2014 14:00,1,3937
,264.57,0,0,1,Clear,1/30/2014 15:00,1,4289
,263.92,0,0,0,Clear,1/30/2014 16:00,1,4661
,261.89,0,0,0,Clear,1/30/2014 17:00,1,4730
,260.09,0,0,0,Clear,1/30/2014 18:00,1,3652
,258.52,0,0,0,Clear,1/30/2014 19:00,1,2682
,257.11,0,0,0,Clear,1/30/2014 20:00,1,2461
